First Name,Last Name,Email,Phone,Gender,Age,Job Title,Years of Experience,Salary,Department,Other Languages
Stephanie,Bailey,stephanie.bailey432@slingacademy.com,775.561.7768,Female,62,Wellsite geologist,15,85000,Human Resource,
Akarsh,Uppal,akarsh.uppal590@slingacademy.com,8382171520,Male,58,Retail manager,11,116670,Operations,
Brian,Ponce,brian.ponce597@slingacademy.com,(334)292-4615,Male,34,Pharmacologist,4,116670,Operations,Tagalog
Anya,Tella,anya.tella479@slingacademy.com,317.537.9895,Male,34,Clinical biochemist,14,85000,Human Resource,Tagalog
Daniel,Taylor,daniel.taylor199@slingacademy.com,773-484-1122,Male,65,Building surveyor,9,116670,Operations,"Tagalog, Hindi"
Benjamin,Forbes,benjamin.forbes475@slingacademy.com,001-908-235-3934x871,Male,44,Production engineer,4,78000,Marketing,
Wesley,Wright,wesley.wright602@slingacademy.com,001-216-566-8824x1698,Male,40,Insurance claims handler,7,116670,Operations,
Taylor,Weber,taylor.weber760@slingacademy.com,+1-505-300-4292,Female,59,Structural engineer,8,101420,Sales,"Mandarin, Hindi"
Kashvi,Wali,kashvi.wali283@slingacademy.com,691.880.9906,Female,60,Estate agent,3,116670,Operations,"Hindi, Korean"
Nirvaan,Sule,nirvaan.sule100@slingacademy.com,(936)794-7500,Male,62,Special educational needs teacher,1,131000,I/T,"Hindi, Hindi"
Keith,Harris,keith.harris549@slingacademy.com,+1-787-347-0676x11960,Male,69,Actor,11,85000,Human Resource,Spanish
Brian,Heath,brian.heath284@slingacademy.com,635.843.4661x6191,Male,35,"Engineer, building services",14,116670,Operations,
Julie,Ford,julie.ford236@slingacademy.com,+1-221-637-2966x217,Female,30,Retail manager,13,78000,Marketing,Mandarin
Kristopher,Wilson,kristopher.wilson848@slingacademy.com,001-511-266-9431x00246,Male,36,Environmental manager,15,85000,Human Resource,
Ehsaan,Kala,ehsaan.kala451@slingacademy.com,(518)380-5926,Male,64,Trading standards officer,3,61239,Administrative,
Samaira,Varughese,samaira.varughese166@slingacademy.com,966.665.1622x0657,Female,47,Drilling engineer,6,85000,Human Resource,Korean
Vanya,Sem,vanya.sem260@slingacademy.com,640-659-1836,Female,40,Theme park manager,4,78000,Marketing,Tagalog
Nicholas,Wagner,nicholas.wagner237@slingacademy.com,200-530-5149,Male,46,"Investment banker, corporate",5,116670,Operations,"Tagalog, Arabic"
Ryan,Brown,ryan.brown819@slingacademy.com,001-496-453-2644x118,Male,65,Early years teacher,6,61239,Administrative,"Korean, Korean"
Michael,Jones,michael.jones965@slingacademy.com,(646)505-7129,Male,57,Chartered public finance accountant,15,101420,Sales,"Hindi, Korean"
Brandon,Welch,brandon.welch591@slingacademy.com,(300)754-8418x619,Male,33,"Teacher, adult education",4,149000,Product,
Erin,Velasquez,erin.velasquez326@slingacademy.com,831.599.3953,Female,18,"Scientist, research (life sciences)",14,61239,Administrative,Spanish
Saanvi,Kapur,saanvi.kapur880@slingacademy.com,+1-731-279-7157x649,Male,18,"Engineer, electrical",2,116670,Operations,"Tagalog, Hindi"
Aimee,Watson,aimee.watson624@slingacademy.com,(252)663-8261x5660,Female,42,TEFL teacher,11,149000,Product,
James,Collins,james.collins227@slingacademy.com,227-443-6702,Male,30,Clinical biochemist,6,149000,Product,"Mandarin, Tagalog"
Vritika,Chaudhuri,vritika.chaudhuri258@slingacademy.com,(910)607-5762x8016,Male,48,Geochemist,5,149000,Product,"Arabic, Arabic"
William,Neal,william.neal876@slingacademy.com,899.972.3346,Male,63,"Education officer, environmental",2,131000,I/T,"Hindi, Arabic"
Todd,Quinn,todd.quinn202@slingacademy.com,001-839-485-8201x157,Male,56,Bonds trader,10,85000,Human Resource,
Bradley,Martin,bradley.martin850@slingacademy.com,(779)372-3895x708,Male,27,Fisheries officer,7,116670,Operations,"Tagalog, Korean"
Jennifer,Small,jennifer.small208@slingacademy.com,538-277-6612x987,Female,25,Clinical embryologist,15,61239,Administrative,Spanish
Aaina,Zacharia,aaina.zacharia48@slingacademy.com,542-340-1186x50099,Male,25,Immigration officer,8,116670,Operations,Spanish
Eric,Herring,eric.herring264@slingacademy.com,545.495.7436,Male,19,"Lecturer, higher education",9,131000,I/T,Tagalog
Leonard,Pace,leonard.pace118@slingacademy.com,(332)428-2097,Male,66,"Clinical scientist, histocompatibility and immunogenetics",5,149000,Product,
Aaron,Smith,aaron.smith209@slingacademy.com,+1-928-599-0459,Male,50,Estate agent,15,116670,Operations,
Kanav,Deshmukh,kanav.deshmukh562@slingacademy.com,(792)384-5913x76210,Female,49,Tree surgeon,10,116670,Operations,"Hindi, Tagalog"
Thomas,Camacho,thomas.camacho526@slingacademy.com,(994)569-5855,Male,62,"Programmer, applications",2,129000,Finance,
Sara,Shah,sara.shah633@slingacademy.com,001-840-492-1638x646,Female,54,Research scientist (physical sciences),9,101420,Sales,"Arabic, Spanish"
Ernest,Hansen,ernest.hansen287@slingacademy.com,242.884.9218,Male,50,"Scientist, clinical (histocompatibility and immunogenetics)",8,129000,Finance,
Nicholas,Valencia,nicholas.valencia920@slingacademy.com,935.873.0402x7188,Male,38,"Surveyor, insurance",4,101420,Sales,"Spanish, Mandarin"
Nishith,Raju,nishith.raju36@slingacademy.com,694-607-0996x30503,Male,62,Higher education lecturer,15,116670,Operations,"Spanish, Mandarin"
Eric,Jones,eric.jones771@slingacademy.com,+1-629-938-0857x737,Male,67,Media buyer,12,131000,I/T,Spanish
Sumer,Basu,sumer.basu592@slingacademy.com,001-939-735-4917x3191,Female,59,Clinical cytogeneticist,3,116670,Operations,Korean
Cheyenne,Mcknight,cheyenne.mcknight768@slingacademy.com,(766)961-1975x3248,Female,30,"Teacher, secondary school",11,116670,Operations,
Patrick,Flores,patrick.flores782@slingacademy.com,001-949-995-1204x82830,Male,18,Risk analyst,6,149000,Product,"Spanish, Hindi"
Ryan,Anderson,ryan.anderson680@slingacademy.com,+1-692-417-1832,Male,65,"Conservation officer, historic buildings",5,149000,Product,
Akarsh,Jhaveri,akarsh.jhaveri936@slingacademy.com,418.609.6285x57209,Female,30,"Pharmacist, community",1,116670,Operations,"Mandarin, Mandarin"
Nayantara,Kapur,nayantara.kapur957@slingacademy.com,3939723404,Male,34,Press photographer,7,61239,Administrative,"Mandarin, Spanish"
秀珍,胡,秀珍.胡273@slingacademy.com,5517805025,Female,35,Music tutor,14,101420,Sales,
Arthur,Aguilar,arthur.aguilar391@slingacademy.com,9465311181,Male,49,"Surveyor, land/geomatics",5,116670,Operations,"Mandarin, Mandarin"
Rania,Gaba,rania.gaba517@slingacademy.com,695.523.6440x79291,Male,44,Heritage manager,15,116670,Operations,"Spanish, Spanish"
Matthew,Reese,matthew.reese601@slingacademy.com,001-289-588-7544x81470,Male,55,"Therapist, music",4,78000,Marketing,Mandarin
Steven,Wilson,steven.wilson892@slingacademy.com,+1-889-904-9847x01873,Male,50,Telecommunications researcher,11,101420,Sales,
Madison,Griffin,madison.griffin183@slingacademy.com,(859)348-1470x16868,Female,40,"Geneticist, molecular",8,116670,Operations,"Arabic, Arabic"
Inaaya ,Wason,inaaya .wason884@slingacademy.com,653.978.7760x46094,Male,29,"Lighting technician, broadcasting/film/video",11,116670,Operations,Arabic
Lance,Bell,lance.bell196@slingacademy.com,761.309.7861x5189,Male,58,Astronomer,6,149000,Product,"Korean, Hindi"
Christine,Alvarez,christine.alvarez449@slingacademy.com,265-430-4448x21451,Female,53,Fitness centre manager,11,116670,Operations,"Spanish, Hindi"
William,Savage,william.savage307@slingacademy.com,(269)654-1966x86322,Male,50,Chief Strategy Officer,2,116670,Operations,Korean
Aaina,Subramanian,aaina.subramanian634@slingacademy.com,532.709.7838x0780,Male,27,"Conservator, museum/gallery",13,149000,Product,"Tagalog, Hindi"
동현,고,동현.고652@slingacademy.com,219.388.8876x186,Male,68,Community education officer,2,78000,Marketing,"Mandarin, Korean"
Robin,Carr,robin.carr588@slingacademy.com,825-303-2366,Female,27,Clothing/textile technologist,14,116670,Operations,"Korean, Mandarin"
Jordan,Cisneros,jordan.cisneros933@slingacademy.com,+1-822-522-3808x7070,Male,70,Location manager,14,78000,Marketing,"Mandarin, Korean"
Hannah,Morgan,hannah.morgan827@slingacademy.com,+1-714-744-8400x686,Female,39,Electrical engineer,7,101420,Sales,"Arabic, Arabic"
Akarsh,Ratti,akarsh.ratti978@slingacademy.com,001-386-633-9589x22184,Male,47,"Research officer, political party",4,101420,Sales,
Purab,Gulati,purab.gulati987@slingacademy.com,001-584-998-3201x3675,Male,66,Geophysicist/field seismologist,3,85000,Human Resource,"Tagalog, Korean"
Vidur,Sangha,vidur.sangha659@slingacademy.com,(535)393-0440x566,Male,57,Private music teacher,2,116670,Operations,
Aarush,Gour,aarush.gour781@slingacademy.com,(501)748-4290x63123,Female,58,Press sub,5,61239,Administrative,
Nakul,Raval,nakul.raval197@slingacademy.com,429-532-4655,Female,29,Product/process development scientist,7,101420,Sales,"Spanish, Spanish"
Mallory,Watson,mallory.watson877@slingacademy.com,+1-870-944-7449x3097,Female,24,Health promotion specialist,3,116670,Operations,"Korean, Mandarin"
Christopher,Ferguson,christopher.ferguson87@slingacademy.com,256.778.6834,Male,45,"Scientist, clinical (histocompatibility and immunogenetics)",2,116670,Operations,
Ernest,Shields,ernest.shields156@slingacademy.com,649-873-4771,Male,49,Building services engineer,3,116670,Operations,Korean
Tracy,Davis,tracy.davis452@slingacademy.com,(332)334-8013x66679,Female,64,Bookseller,11,85000,Human Resource,"Spanish, Arabic"
Jennifer,Lee,jennifer.lee802@slingacademy.com,385-712-4414x80442,Female,39,Data scientist,5,116670,Operations,
Sana,Mani,sana.mani649@slingacademy.com,881.647.8238,Female,49,Politician's assistant,13,90000,Legal,Arabic
Jivika,Ratti,jivika.ratti186@slingacademy.com,001-659-359-1418,Female,32,"Conservator, museum/gallery",8,101420,Sales,Arabic
Kanav,Dara,kanav.dara934@slingacademy.com,842.477.8135x26009,Male,33,Freight forwarder,9,78000,Marketing,"Arabic, Spanish"
Divyansh,Baria,divyansh.baria949@slingacademy.com,205.742.8845x8632,Male,59,Race relations officer,11,149000,Product,"Spanish, Korean"
Tarini,Ramanathan,tarini.ramanathan902@slingacademy.com,584.565.4975,Female,55,Advertising copywriter,2,78000,Marketing,
Richard,Cook,richard.cook934@slingacademy.com,477.831.1000x9672,Male,55,Community education officer,5,85000,Human Resource,"Hindi, Spanish"
Madhup,Deshmukh,madhup.deshmukh131@slingacademy.com,001-689-416-6885x8182,Male,47,"Engineer, communications",5,131000,I/T,Hindi
Zoya,Srivastava,zoya.srivastava67@slingacademy.com,362.630.5439x47780,Male,29,Administrator,2,131000,I/T,
Cristian,Jasso,cristian.jasso470@slingacademy.com,816-811-7827x8680,Male,25,Publishing rights manager,15,131000,I/T,"Spanish, Hindi"
Brittany,Bass,brittany.bass476@slingacademy.com,335-229-2362x7317,Female,60,"Engineer, materials",14,131000,I/T,
Maria,Conner,maria.conner398@slingacademy.com,+1-768-634-8866x0903,Female,60,Environmental education officer,9,78000,Marketing,"Spanish, Arabic"
Armaan,Lall,armaan.lall664@slingacademy.com,705.447.7064x6747,Female,70,Contractor,7,116670,Operations,"Spanish, Korean"
Heather,Andrade,heather.andrade54@slingacademy.com,(771)681-5445x647,Female,51,"Surveyor, insurance",5,61239,Administrative,Arabic
Stephanie,Nicholson,stephanie.nicholson801@slingacademy.com,001-227-779-7905x1807,Female,59,Company secretary,1,85000,Human Resource,
Dennis,Davidson,dennis.davidson172@slingacademy.com,838-215-9665x6326,Male,62,Recruitment consultant,4,101420,Sales,
Indrans,Butala,indrans.butala787@slingacademy.com,773.479.4229x39713,Male,58,Educational psychologist,7,129000,Finance,
Jamie,Sanchez,jamie.sanchez254@slingacademy.com,001-548-711-1502x1406,Female,61,Chartered accountant,1,61239,Administrative,"Arabic, Korean"
Rachel,Austin,rachel.austin103@slingacademy.com,539-810-1608x59259,Female,47,Media planner,9,90000,Legal,Hindi
Azad,Ranganathan,azad.ranganathan4@slingacademy.com,+1-288-989-5983x48790,Male,56,Counsellor,15,131000,I/T,"Spanish, Tagalog"
Seth,Wilson,seth.wilson101@slingacademy.com,937.285.6124x6325,Male,29,Proofreader,3,78000,Marketing,"Korean, Tagalog"
Betty,Ramos,betty.ramos756@slingacademy.com,955.292.5564,Female,30,"Designer, television/film set",12,90000,Legal,
Michael,Reeves,michael.reeves501@slingacademy.com,(342)575-9096,Male,48,Environmental manager,8,116670,Operations,Spanish
Indrans,Kalla,indrans.kalla68@slingacademy.com,001-691-468-6339,Female,37,Leisure centre manager,11,116670,Operations,"Hindi, Korean"
Calvin,Norton,calvin.norton336@slingacademy.com,656-428-8200,Male,58,Mechanical engineer,2,101420,Sales,Mandarin
Derek,Walker,derek.walker530@slingacademy.com,(772)491-0785x589,Male,38,Health visitor,15,85000,Human Resource,Korean
Anne,Anderson,anne.anderson443@slingacademy.com,+1-220-691-6033x638,Female,31,Health physicist,3,131000,I/T,Arabic
Martha,Hill,martha.hill214@slingacademy.com,(943)914-1483x06524,Female,41,Editorial assistant,10,85000,Human Resource,Spanish
Samiha,Yadav,samiha.yadav72@slingacademy.com,358.828.1843,Female,40,Scientific laboratory technician,10,116670,Operations,Spanish
Myra,Grover,myra.grover478@slingacademy.com,(430)214-6583x698,Male,21,"Designer, industrial/product",4,90000,Legal,Korean
Benjamin,Davis,benjamin.davis183@slingacademy.com,+1-820-625-4627x55652,Male,59,"Conservation officer, nature",8,61239,Administrative,"Hindi, Mandarin"
Randy,Castillo,randy.castillo940@slingacademy.com,(205)734-2396x010,Male,47,"Engineer, electrical",4,85000,Human Resource,"Korean, Hindi"
Margaret,Brown,margaret.brown971@slingacademy.com,269-768-8218,Female,29,"Psychologist, counselling",1,131000,I/T,"Arabic, Hindi"
Joanna,Ruiz,joanna.ruiz103@slingacademy.com,+1-714-504-2476x094,Female,37,"Engineer, biomedical",13,129000,Finance,"Hindi, Spanish"
Mannat,Lal,mannat.lal784@slingacademy.com,4684960364,Male,48,English as a foreign language teacher,2,90000,Legal,Tagalog
Amanda,Mcguire,amanda.mcguire830@slingacademy.com,(376)293-1118x27068,Female,38,Community pharmacist,1,61239,Administrative,
Gregory,Patrick,gregory.patrick166@slingacademy.com,617.450.9464x9259,Male,62,Primary school teacher,1,149000,Product,Spanish
宁,何,宁.何392@slingacademy.com,+1-886-659-6625x45405,Male,55,"Therapist, drama",7,149000,Product,"Mandarin, Spanish"
Onkar,Kapoor,onkar.kapoor615@slingacademy.com,001-963-692-6282,Male,66,Arboriculturist,10,116670,Operations,
Stephen,King,stephen.king941@slingacademy.com,426-298-6147x352,Male,46,Air traffic controller,8,131000,I/T,Tagalog
Romil,Taneja,romil.taneja685@slingacademy.com,+1-854-656-3706x8631,Male,70,"Teacher, music",6,149000,Product,"Arabic, Mandarin"
Saksham,Kara,saksham.kara252@slingacademy.com,562-266-7350,Female,53,Corporate investment banker,9,90000,Legal,"Hindi, Spanish"
Stephanie,Mcdowell,stephanie.mcdowell370@slingacademy.com,549-680-7308,Female,52,Futures trader,12,116670,Operations,
Mary,Hayes,mary.hayes437@slingacademy.com,+1-521-592-6602x58268,Female,31,Chiropractor,7,61239,Administrative,"Korean, Hindi"
Bonnie,Thomas,bonnie.thomas685@slingacademy.com,674-942-0709x631,Female,40,Therapeutic radiographer,13,78000,Marketing,Spanish
Ishita,Chopra,ishita.chopra45@slingacademy.com,(456)279-4511x098,Male,29,"Teacher, special educational needs",1,61239,Administrative,"Korean, Arabic"
文,王,文.王16@slingacademy.com,+1-297-801-8120x63116,Male,67,Public relations officer,10,116670,Operations,
Gabriella,Hansen,gabriella.hansen536@slingacademy.com,(806)467-9001,Female,55,"Programme researcher, broadcasting/film/video",5,149000,Product,Korean
Gregory,Powers,gregory.powers767@slingacademy.com,+1-712-936-8747x7116,Male,35,Conference centre manager,11,101420,Sales,"Arabic, Arabic"
Frederick,Schneider,frederick.schneider258@slingacademy.com,001-785-557-4318,Male,23,"Pharmacist, hospital",7,149000,Product,
Michelle,Lynch,michelle.lynch884@slingacademy.com,001-391-919-6031x428,Female,61,Bookseller,5,116670,Operations,
Mark,Garcia,mark.garcia761@slingacademy.com,569-277-0445x58506,Male,34,Bookseller,15,90000,Legal,"Mandarin, Hindi"
Robert,Dillon,robert.dillon709@slingacademy.com,581-712-2327x07399,Male,30,"Accountant, chartered management",9,131000,I/T,Korean
Mark,Watson,mark.watson716@slingacademy.com,202.643.2156x291,Male,39,Outdoor activities/education manager,5,149000,Product,Spanish
John,Johnston,john.johnston287@slingacademy.com,+1-851-445-4501x8758,Male,59,Trade union research officer,12,149000,Product,"Tagalog, Hindi"
Roger,Herman,roger.herman641@slingacademy.com,796.982.1134x05232,Male,60,"Geologist, wellsite",14,90000,Legal,"Spanish, Arabic"
Anaya,Johal,anaya.johal3@slingacademy.com,(352)572-0208x8356,Female,42,"Librarian, academic",1,85000,Human Resource,Spanish
Karen,Murphy,karen.murphy863@slingacademy.com,3328939330,Female,36,Armed forces logistics/support/administrative officer,15,78000,Marketing,Mandarin
Timothy,Cole,timothy.cole23@slingacademy.com,626-545-3979x619,Male,57,Animator,11,149000,Product,Spanish
Kartik,Tella,kartik.tella122@slingacademy.com,6412824695,Male,59,Occupational psychologist,10,116670,Operations,Spanish
Erin,Nolan,erin.nolan898@slingacademy.com,001-385-870-7728x816,Female,61,Arts administrator,15,116670,Operations,"Mandarin, Korean"
Ruben,Robbins,ruben.robbins37@slingacademy.com,+1-261-532-8725,Male,46,Chartered loss adjuster,14,116670,Operations,Mandarin
建军,傅,建军.傅655@slingacademy.com,(663)802-5204,Male,22,Diagnostic radiographer,8,78000,Marketing,
Phillip,Garcia,phillip.garcia566@slingacademy.com,763.946.8576,Male,39,"Engineer, civil (consulting)",15,149000,Product,"Spanish, Tagalog"
Miraan,Bhargava,miraan.bhargava451@slingacademy.com,(711)759-6498x262,Male,50,Sub,6,101420,Sales,Hindi
Jeffery,Carlson,jeffery.carlson301@slingacademy.com,911-317-6888,Male,45,Armed forces technical officer,13,131000,I/T,"Tagalog, Tagalog"
Donald,Lowe,donald.lowe839@slingacademy.com,(673)320-3512x4783,Male,27,Licensed conveyancer,15,149000,Product,Korean
John,Barrett,john.barrett708@slingacademy.com,9919731950,Male,52,Retail banker,12,61239,Administrative,"Mandarin, Mandarin"
平,陈,平.陈725@slingacademy.com,962.897.9699x1414,Male,57,Communications engineer,5,131000,I/T,Hindi
Samantha,Miller,samantha.miller187@slingacademy.com,8373017012,Female,23,"Merchandiser, retail",12,116670,Operations,"Arabic, Tagalog"
David,Rodriguez,david.rodriguez249@slingacademy.com,825-745-5336,Male,31,Community development worker,1,78000,Marketing,Mandarin
Andrea,Lee,andrea.lee135@slingacademy.com,001-281-537-3108x06791,Female,45,Comptroller,15,61239,Administrative,
Alexis,Calderon,alexis.calderon799@slingacademy.com,(782)201-2862x618,Female,56,Quality manager,7,78000,Marketing,
Brandon,Lewis,brandon.lewis904@slingacademy.com,+1-288-783-6563x19217,Male,30,"Engineer, building services",7,85000,Human Resource,
Taran,Ravi,taran.ravi23@slingacademy.com,+1-867-412-5103x6025,Female,63,Analytical chemist,2,116670,Operations,"Spanish, Spanish"
Mohanlal,Rege,mohanlal.rege468@slingacademy.com,001-763-863-4746x424,Male,50,Metallurgist,1,78000,Marketing,
Zoya,Basak,zoya.basak172@slingacademy.com,949.675.9628,Male,66,Marketing executive,2,61239,Administrative,"Spanish, Mandarin"
Michael,Cruz,michael.cruz200@slingacademy.com,+1-661-506-9488x841,Male,19,"Surveyor, quantity",13,131000,I/T,
Brandon,Parrish,brandon.parrish124@slingacademy.com,3712090902,Male,59,Estate manager/land agent,10,116670,Operations,
Kiaan,Hegde,kiaan.hegde943@slingacademy.com,+1-657-838-8995,Male,53,Structural engineer,1,78000,Marketing,
Brittany,Ross,brittany.ross508@slingacademy.com,518-234-7437,Female,49,Regulatory affairs officer,12,101420,Sales,Tagalog
Tabitha,Ward,tabitha.ward313@slingacademy.com,001-254-398-2408x8419,Female,44,Community development worker,8,116670,Operations,
Melanie,Morgan,melanie.morgan918@slingacademy.com,290-888-1282,Female,60,"Scientist, audiological",2,61239,Administrative,Spanish
Kayla,Lewis,kayla.lewis206@slingacademy.com,494-457-9634x77114,Female,30,Data processing manager,2,90000,Legal,Arabic
William,Perez,william.perez482@slingacademy.com,9482840608,Male,38,"Engineer, production",1,116670,Operations,Arabic
Parinaaz,Sodhi,parinaaz.sodhi105@slingacademy.com,001-587-441-9128x85424,Male,38,"Psychologist, clinical",8,149000,Product,Tagalog
玲,司,玲.司928@slingacademy.com,5937835162,Female,65,"Pilot, airline",6,129000,Finance,"Arabic, Spanish"
Isaac,Roman,isaac.roman828@slingacademy.com,740-725-7141,Male,31,Database administrator,5,61239,Administrative,"Korean, Mandarin"
Michael,Leonard,michael.leonard801@slingacademy.com,+1-957-394-5062x763,Male,18,Site engineer,4,149000,Product,
Jason,Lewis,jason.lewis501@slingacademy.com,+1-362-834-0784,Male,42,Applications developer,12,101420,Sales,"Spanish, Korean"
Rati,Upadhyay,rati.upadhyay981@slingacademy.com,(206)797-6727,Male,63,Sales promotion account executive,3,129000,Finance,Arabic
Kendra,Allen,kendra.allen714@slingacademy.com,(487)826-8710,Female,28,Aid worker,8,131000,I/T,
Luke,Todd,luke.todd744@slingacademy.com,527-352-9363x7371,Male,62,"Loss adjuster, chartered",2,61239,Administrative,"Spanish, Korean"
Julie,Bailey,julie.bailey40@slingacademy.com,692.771.9756,Female,59,"Scientist, clinical (histocompatibility and immunogenetics)",7,149000,Product,
佩君,林,佩君.林404@slingacademy.com,+1-562-836-6858x32472,Female,58,"Research officer, trade union",12,61239,Administrative,
Rohan,Sodhi,rohan.sodhi979@slingacademy.com,+1-665-317-0861x059,Male,67,Energy manager,8,149000,Product,"Arabic, Tagalog"
Vanya,Gola,vanya.gola423@slingacademy.com,001-679-505-6594,Female,65,Minerals surveyor,1,61239,Administrative,"Tagalog, Korean"
Sumer,Swamy,sumer.swamy565@slingacademy.com,742.353.6119,Female,30,"Scientist, research (medical)",10,90000,Legal,Arabic
Nicole,Wilson,nicole.wilson178@slingacademy.com,742-889-1756,Female,65,Archivist,9,85000,Human Resource,
Chirag,Jain,chirag.jain265@slingacademy.com,259.504.7668x8744,Male,68,"Designer, furniture",7,78000,Marketing,
Amira,Banerjee,amira.banerjee94@slingacademy.com,4409562561,Female,22,Hospital pharmacist,9,78000,Marketing,
Kashvi,Kara,kashvi.kara284@slingacademy.com,805.702.6845,Female,20,Counselling psychologist,8,85000,Human Resource,
Andrea,Smith,andrea.smith418@slingacademy.com,001-739-226-6368x3233,Female,61,Civil Service administrator,14,129000,Finance,Tagalog
Lawrence,Hardy,lawrence.hardy795@slingacademy.com,+1-731-783-7771,Male,47,"Producer, television/film/video",14,101420,Sales,
Theodore,West,theodore.west790@slingacademy.com,(394)811-7817,Male,65,"Accountant, chartered public finance",1,78000,Marketing,"Hindi, Korean"
Steven,Simmons,steven.simmons928@slingacademy.com,(416)452-0145x4921,Male,70,Occupational therapist,8,149000,Product,"Spanish, Arabic"
Kimberly,Pierce,kimberly.pierce498@slingacademy.com,(515)815-9162,Female,53,Pharmacologist,6,116670,Operations,"Spanish, Hindi"
Akarsh,Ganesh,akarsh.ganesh436@slingacademy.com,3964075646,Male,45,Graphic designer,7,116670,Operations,Mandarin
Michael,Lynch,michael.lynch411@slingacademy.com,(457)874-5382x078,Male,56,"Education officer, museum",2,78000,Marketing,"Tagalog, Arabic"
Tushar,Mallick,tushar.mallick305@slingacademy.com,001-304-973-4370x42230,Female,23,"Engineer, production",2,149000,Product,"Hindi, Spanish"
Taylor,Adams,taylor.adams127@slingacademy.com,(302)476-4809,Female,49,"Engineer, chemical",8,101420,Sales,"Hindi, Mandarin"
Miraya,Sarraf,miraya.sarraf206@slingacademy.com,001-457-816-7921x4131,Female,25,"Designer, exhibition/display",7,61239,Administrative,"Arabic, Mandarin"
Barbara,Anderson,barbara.anderson388@slingacademy.com,(851)864-8191x71475,Female,22,"Surveyor, mining",15,131000,I/T,"Spanish, Korean"
Nicole,Le,nicole.le223@slingacademy.com,001-882-858-6016x2178,Female,39,Technical author,10,85000,Human Resource,Hindi
Saanvi,Sha,saanvi.sha855@slingacademy.com,+1-497-322-6357,Male,61,Automotive engineer,12,116670,Operations,"Spanish, Korean"
Bianca,Navarro,bianca.navarro818@slingacademy.com,281.827.8118,Female,58,Fisheries officer,9,101420,Sales,
Oorja,Sachar,oorja.sachar900@slingacademy.com,312-502-6593x41719,Male,68,"Programme researcher, broadcasting/film/video",14,101420,Sales,Hindi
Mohanlal,Rajagopalan,mohanlal.rajagopalan60@slingacademy.com,790-792-5307,Male,18,Video editor,5,78000,Marketing,
晶,王,晶.王210@slingacademy.com,200-494-0028x63503,Female,34,Risk manager,6,78000,Marketing,
Tanya,Gokhale,tanya.gokhale56@slingacademy.com,001-559-869-0147x2648,Male,65,Office manager,6,149000,Product,
Sydney,Davis,sydney.davis738@slingacademy.com,+1-862-931-4858x4167,Female,50,Patent examiner,9,149000,Product,
Ashley,Carter,ashley.carter117@slingacademy.com,657.860.0923x0897,Female,21,"Chemist, analytical",14,85000,Human Resource,"Korean, Arabic"
Natalie,Rodriguez,natalie.rodriguez546@slingacademy.com,744-524-2370,Female,21,"Lecturer, higher education",10,149000,Product,Mandarin
Prisha,Bhavsar,prisha.bhavsar62@slingacademy.com,200.543.5807x48797,Female,32,Lawyer,4,85000,Human Resource,
Diana,Lopez,diana.lopez892@slingacademy.com,001-694-951-1281,Female,33,Sales promotion account executive,5,78000,Marketing,"Korean, Tagalog"
Hansh,Devan,hansh.devan745@slingacademy.com,707.303.8561x5110,Male,30,Event organiser,14,101420,Sales,"Tagalog, Hindi"
Amira,Loke,amira.loke15@slingacademy.com,001-879-959-9265x123,Female,34,Conference centre manager,2,78000,Marketing,"Mandarin, Korean"
Steven,Sexton,steven.sexton75@slingacademy.com,7529802145,Male,42,"Nurse, children's",5,116670,Operations,
Gary,Chen,gary.chen34@slingacademy.com,+1-465-279-0652x0639,Male,65,Special educational needs teacher,11,131000,I/T,
Kevin,Ashley,kevin.ashley676@slingacademy.com,893-621-2346,Male,19,Financial manager,14,101420,Sales,
Adrienne,Hughes,adrienne.hughes204@slingacademy.com,+1-496-576-4996x03674,Female,61,Veterinary surgeon,1,131000,I/T,
Arnav,Issac,arnav.issac860@slingacademy.com,001-738-410-2418,Female,26,Media buyer,12,129000,Finance,
Jhanvi,Chanda,jhanvi.chanda664@slingacademy.com,597.997.6566x22482,Female,24,Science writer,4,131000,I/T,Mandarin
Michael,Case,michael.case624@slingacademy.com,+1-478-978-1682x645,Male,34,"Scientist, research (medical)",2,61239,Administrative,Hindi
Brandon,Rodriguez,brandon.rodriguez363@slingacademy.com,488.930.3849,Male,46,Therapeutic radiographer,8,61239,Administrative,
Kristina,Smith,kristina.smith103@slingacademy.com,001-895-402-6867x179,Female,35,Psychiatrist,9,61239,Administrative,"Arabic, Korean"
宇,曹,宇.曹760@slingacademy.com,5866243295,Male,24,"Surveyor, building",7,61239,Administrative,Spanish
Erika,Hill,erika.hill7@slingacademy.com,926-679-9696x210,Female,30,"Biochemist, clinical",2,149000,Product,"Mandarin, Korean"
Divit,Choudhry,divit.choudhry387@slingacademy.com,001-560-993-3999x12636,Male,60,Police officer,12,116670,Operations,
Elakshi,Roy,elakshi.roy937@slingacademy.com,+1-413-760-4828,Male,23,"Psychologist, sport and exercise",7,149000,Product,Arabic
Taran,Rout,taran.rout478@slingacademy.com,783-942-5329x38209,Female,64,Tax adviser,15,61239,Administrative,Arabic
Nathaniel,Hopkins,nathaniel.hopkins564@slingacademy.com,9374178633,Male,64,"Surveyor, quantity",4,116670,Operations,Mandarin
